학반,(월),,,,,,,,|,(화),,,,,,,,|,(수),,,,,,,,|,(목),,,,,,,,|,(금),,,,,,,,|,(토),,,,,,,,|,
학반,1교시,2교시,3교시,4교시,5교시,6교시,7교시,8교시,|,1교시,2교시,3교시,4교시,5교시,6교시,7교시,8교시,|,1교시,2교시,3교시,4교시,5교시,6교시,7교시,8교시,|,1교시,2교시,3교시,4교시,5교시,6교시,7교시,8교시,|,1교시,2교시,3교시,4교시,5교시,6교시,7교시,8교시,|,1교시,2교시,3교시,4교시,5교시,6교시,7교시,8교시,|,
==================================================================
=T("1-1"),국사,cp,수재,수학,체육,미술,기1,,|,국재,인성,지리,음악,국어,수학,영어,,|,국어,영어,과1,도덕,국사,체육,생2,,|,국어,수학,영재,기2,과2,영어,과3,,|,지리,일사,영어,국어,생1,기3,수학,,|,,,,,,,,,|,
=T("1-2"),지리,cp,생2,수학,과3,일사,국어,,|,국사,도덕,체육,국어,과2,수학,영어,,|,국사,영어,과1,국어,기2,지리,수재,,|,영재,수학,미술,음악,체육,영어,인성,,|,생1,국재,영어,기3,기1,국어,수학,,|,,,,,,,,,|,
=T("1-3"),영재,cp,지리,수학,국사,국어,도덕,,|,과2,국어,기2,과3,생2,수학,영어,,|,국재,영어,기3,인성,체육,미술,국어,,|,수재,수학,국어,일사,생1,영어,지리,,|,과1,국사,영어,기1,음악,체육,수학,,|,,,,,,,,,|,
=T("1-4"),국어,cp,과1,수학,기1,국사,생1,,|,도덕,일사,기3,체육,기2,수학,영어,,|,지리,영재,국어,미술,영어,과2,음악,,|,인성,수학,수재,국사,국어,영어,국재,,|,국어,생2,영어,체육,지리,과3,수학,,|,,,,,,,,,|,
=T("1-5"),수재,cp,기3,영어,국어,수학,생2,,|,지리,수학,국어,국사,체육,영어,인성,,|,도덕,기1,수학,음악,국재,국사,지리,,|,기2,영어,체육,과1,과3,국어,영재,,|,과2,미술,생1,국어,수학,일사,영어,,|,,,,,,,,,|,
=T("1-6"),도덕,cp,국어,영어,기3,수학,과3,,|,일사,수학,국사,과1,영재,영어,체육,,|,국어,지리,수학,생2,수재,생1,국재,,|,국어,영어,기2,과2,미술,기1,국사,,|,국어,체육,음악,지리,수학,인성,영어,,|,,,,,,,,,|,
=T("1-7"),기3,cp,체육,영어,음악,수학,국어,,|,기1,수학,지리,생1,국어,영어,수재,,|,영재,국사,수학,국어,미술,기2,인성,,|,과1,영어,국어,생2,국재,일사,지리,,|,과3,도덕,체육,과2,수학,국사,영어,,|,,,,,,,,,|,
=T("1-8"),국어,cp,지리,영어,일사,수학,체육,,|,생2,수학,과3,기1,미술,영어,국어,,|,생1,국어,수학,과2,국사,영재,도덕,,|,지리,영어,수재,체육,기3,기2,과1,,|,음악,국사,국어,인성,수학,국재,영어,,|,,,,,,,,,|,
=T("1-9"),국재,cp,도덕,수재,국사,영어,지리,,|,국어,영어,수학,미술,음악,생1,과2,,|,지리,인성,영어,체육,기3,국어,수학,,|,기1,과1,국사,국어,수학,체육,일사,,|,영재,수학,과3,기2,영어,생2,국어,,|,,,,,,,,,|,
=T("1-10"),국사,cp,국어,체육,기2,영어,기3,,|,음악,영어,수학,인성,국어,국재,일사,,|,수재,미술,영어,과1,생1,과3,수학,,|,국사,과2,도덕,국어,수학,지리,체육,,|,기1,수학,생2,영재,영어,국어,지리,,|,,,,,,,,,|,
=T("1-11"),기2,cp,국사,생1,일사,영어,과2,,|,영재,영어,수학,체육,수재,기1,국어,,|,국사,음악,영어,국어,생2,지리,수학,,|,과3,지리,기3,도덕,수학,미술,국어,,|,국어,수학,과1,국재,영어,체육,인성,,|,,,,,,,,,|,
=T("1-12"),국어,cp,기1,영재,도덕,영어,국재,,|,국어,영어,수학,국사,과2,미술,기2,,|,생2,국어,영어,과3,인성,음악,수학,,|,기3,생1,체육,과1,수학,국어,지리,,|,국사,수학,체육,수재,영어,일사,지리,,|,,,,,,,,,|,
=T("1-13"),기1,cp,체육,기2,인성,영어,국어,,|,지리,미술,영어,국사,도덕,과1,수학,,|,국어,수학,생1,일사,수재,기3,영재,,|,국어,체육,국재,과3,영어,수학,음악,,|,국사,영어,수학,지리,생2,과2,국어,,|,,,,,,,,,|,
=T("1-14"),과3,cp,수학,과1,국어,체육,지리,,|,과2,생2,영어,국어,지리,국사,수학,,|,기2,수학,체육,영재,기1,도덕,영어,,|,국재,인성,국어,생1,영어,수재,국사,,|,일사,영어,수학,국어,미술,음악,기3,,|,,,,,,,,,|,
=T("1-15"),국어,cp,지리,과2,체육,인성,음악,,|,생1,기1,영어,국재,과1,기3,수학,,|,국어,수학,과3,체육,수재,국사,영어,,|,생2,국사,지리,일사,영어,수학,국어,,|,기2,영어,수학,도덕,국어,미술,영재,,|,,,,,,,,,|,
=T("1-16"),일사,cp,국어,체육,국재,과2,과3,,|,국어,수재,영어,도덕,기3,지리,수학,,|,기1,수학,국사,지리,영재,국어,영어,,|,생1,생2,음악,체육,영어,수학,과1,,|,인성,영어,수학,미술,국사,기2,국어,,|,,,,,,,,,|,
=T("1-17"),지리,cp,국사,미술,생2,생1,수학,,|,기2,국어,영어,일사,과3,과2,수학,,|,과1,수학,국재,국어,영재,체육,영어,,|,음악,국어,기1,인성,영어,수재,기3,,|,국어,영어,수학,체육,지리,도덕,국사,,|,,,,,,,,,|,
=T("2-1"),문법,영1,cp,사문,체육,문학,중1,,|,회화,윤리,문법,중1,경제,정보,수1,,|,수1,정보,사문,문학,영1,경제,중1,,|,사문,체육,경제,수1,회화,문학,윤리,,|,수1,문법,영1,사문,문학,회화,경제,,|,,,,,,,,,|,
=T("2-2"),사문,영1,cp,경제,문학,윤리,정보,,|,수1,사문,윤리,문학,체육,회화,문법,,|,문법,경제,중1,사문,영1,수1,회화,,|,경제,중1,회화,정보,문학,수1,문법,,|,중1,수1,영1,체육,경제,사문,문학,,|,,,,,,,,,|,
=T("2-3"),문학,영1,cp,문법,수1,사문,회화,,|,사문,회화,문학,수1,문법,불1,경제,,|,불1,회화,정보,경제,영1,사문,문법,,|,수1,문학,체육,사문,불1,윤리,경제,,|,경제,윤리,영1,문학,체육,수1,정보,,|,,,,,,,,,|,
=T("2-4"),근현,영1,cp,수1,회화,중1,체육,,|,중1,근현,수1,정보,윤리,사문,문학,,|,사문,문학,근현,문법,영1,정보,회화,,|,문학,사문,수1,윤리,문법,근현,중1,,|,문학,체육,영1,회화,사문,수1,문법,,|,,,,,,,,,|,
=T("2-5"),정보,문학,cp,영1,윤리,수1,근현,,|,문법,문학,사문,체육,회화,중1,수1,,|,사문,수1,영1,문학,근현,윤리,회화,,|,근현,문학,문법,중1,사문,회화,수1,,|,사문,영1,근현,정보,문법,중1,체육,,|,,,,,,,,,|,
=T("2-6"),수1,윤리,cp,영1,정보,근현,문법,,|,문학,사문,체육,불1,수1,회화,근현,,|,윤리,문법,영1,수1,불1,사문,문학,,|,문학,문법,회화,근현,정보,사문,체육,,|,사문,영1,수1,문학,근현,회화,불1,,|,,,,,,,,,|,
=T("2-7"),불1,근현,cp,영1,문학,문법,사문,,|,정보,수1,회화,사문,근현,문학,윤리,,|,문학,근현,영1,회화,체육,불1,수1,,|,문법,사문,불1,회화,수1,체육,정보,,|,문법,영1,사문,윤리,수1,근현,문학,,|,,,,,,,,,|,
=T("2-8"),생1,중1,cp,영1,미적,지1,문학,,|,고수,고수,화1,문학,물1,생1,중1,,|,회화,수1,영1,물1,수1,화1,생1,,|,수1,지1,회화,문학,화1,물1,미적,,|,수1,영1,지1,수1,중1,문학,회화,,|,,,,,,,,,|,
=T("2-9"),문학,회화,cp,중1,생1,영1,미적,,|,화1,물1,고수,고수,수1,회화,지1,,|,지1,영1,수1,중1,문학,물1,미적,,|,회화,화1,생1,수1,중1,문학,지1,,|,화1,수1,문학,물1,영1,생1,수1,,|,,,,,,,,,|,
=T("2-10"),미적,수1,cp,문학,지1,영1,화1,,|,수1,지1,물1,문학,회화,중1,체육,,|,중1,영1,생1,화1,수1,체육,문학,,|,물1,미적,화1,생1,지1,수1,회화,,|,생1,문학,수1,중1,영1,회화,물1,,|,,,,,,,,,|,
=T("2-11"),화1,수1,cp,미적,문학,영1,회화,,|,수1,화1,중1,생1,문학,물1,미적,,|,생1,영1,체육,문학,수1,지1,화1,,|,생1,중1,회화,물1,체육,수1,지1,,|,중1,문학,수1,지1,영1,회화,물1,,|,,,,,,,,,|,
=T("2-12"),지1,문학,cp,수1,화1,영1,물1,,|,불1,생1,문학,미적,회화,수1,지1,,|,지1,영1,수1,체육,생1,불1,물1,,|,불1,회화,물1,체육,수1,문학,화1,,|,회화,수1,생1,화1,영1,미적,문학,,|,,,,,,,,,|,
=T("2-13"),문학,화1,cp,수1,지1,생1,영1,,|,지1,회화,영1,물1,화1,수1,문학,,|,생1,체육,수1,회화,문학,물1,불1,,|,미적,영1,지1,불1,수1,회화,생1,,|,문학,수1,불1,물1,체육,미적,화1,,|,,,,,,,,,|,
=T("2-14"),미적,물1,cp,문학,불1,수1,영1,,|,생1,수1,영1,불1,지1,체육,화1,,|,화1,수1,물1,문학,체육,회화,미적,,|,생1,영1,수1,지1,회화,물1,문학,,|,지1,회화,문학,생1,수1,불1,화1,,|,,,,,,,,,|,
=T("2-15"),회화,불1,cp,물1,문학,수1,영1,,|,문학,수1,영1,지1,체육,화1,회화,,|,문학,수1,불1,물1,생1,미적,지1,,|,문학,영1,수1,생1,체육,불1,화1,,|,생1,화1,물1,회화,수1,미적,지1,,|,,,,,,,,,|,
=T("2-16"),불1,지1,cp,생1,회화,수1,영1,,|,미적,수1,영1,회화,문학,생1,물1,,|,불1,수1,회화,지1,화1,체육,문학,,|,지1,영1,수1,문학,미적,화1,물1,,|,불1,물1,체육,화1,수1,문학,생1,,|,,,,,,,,,|,
=T("3-1"),작문,세사,환경,cp,한지,한문,실수,,|,작문,체육,지1,영2,세사,독해,중2,,|,실수,지1,한문,한지,영2,작문,환경,,|,중2,영2,세사,한지,종교,종교,작문,,|,영2,한지,중2,세사,체육,지1,독해,,|,,,,,,,,,|,
=T("3-2"),영2,중2,지1,cp,작문,세사,한지,,|,종교,종교,영2,작문,지1,한지,세사,,|,영2,한지,환경,세사,한문,독해,실수,,|,한지,세사,작문,독해,중2,체육,한문,,|,지1,작문,환경,체육,실수,영2,중2,,|,,,,,,,,,|,
=T("3-3"),한문,한지,세사,cp,영2,불2,작문,,|,한지,불2,세사,독해,한문,작문,영2,,|,환경,영2,세사,지1,종교,종교,실수,,|,한지,작문,지1,환경,체육,독해,영2,,|,작문,세사,한지,불2,실수,체육,지1,,|,,,,,,,,,|,
=T("3-4"),중2,생1,체육,cp,한지,영2,한문,,|,영2,환경,작문,중2,체육,독해,정치,,|,한지,정치,작문,생1,환경,중2,독해,,|,철학,철학,실수,정치,작문,영2,한지,,|,한지,영2,생1,작문,실수,한문,정치,,|,,,,,,,,,|,
=T("3-5"),정치,실수,영2,cp,생1,한지,중2,,|,생1,정치,한문,한지,작문,철학,철학,,|,실수,영2,체육,정치,중2,한지,작문,,|,작문,체육,영2,독해,환경,생1,중2,,|,정치,한문,작문,환경,한지,영2,독해,,|,,,,,,,,,|,
=T("3-6"),한지,실수,정치,cp,불2,작문,영2,,|,작문,생1,영2,체육,한지,독해,환경,,|,실수,철학,철학,체육,정치,영2,한지,,|,환경,작문,정치,한지,한문,생1,불2,,|,작문,불2,영2,정치,생1,독해,한문,,|,,,,,,,,,|,
=T("3-7"),지1,정보,수2,cp,근현,영2,환경,,|,화2,윤리,작문,영2,수2,환경,근현,,|,화2,근현,작문,영재2,체육,윤리,지1,,|,정보,수2,체육,한문,작문,영2,지1,,|,영2,정보,한문,근현,작문,수2,화2,,|,,,,,,,,,|,
=T("3-8"),영2,작문,수2,cp,지1,윤리,화2,,|,정보,지1,체육,근현,수2,한문,영재2,,|,영2,정보,환경,작문,근현,한문,화2,,|,화2,수2,근현,영2,윤리,작문,환경,,|,근현,정보,지1,영2,체육,수2,작문,,|,,,,,,,,,|,
=T("3-9"),화2,근현,수2,cp,한문,영2,작문,,|,정보,체육,근현,환경,수2,한문,영재2,,|,생2,화2,작문,윤리,영2,근현,정보,,|,영2,수2,작문,생2,체육,정보,윤리,,|,생2,환경,근현,작문,화2,수2,영2,,|,,,,,,,,,|,
=T("3-10"),정보,영2,한문,cp,체육,수2,근현,,|,영2,수2,화2,작문,생2,근현,환경,,|,작문,화2,근현,정보,환경,영2,윤리,,|,근현,생2,체육,영재2,수2,작문,영2,,|,정보,윤리,수2,생2,화2,한문,작문,,|,,,,,,,,,|,
=T("3-11"),화2,근현,생2,cp,윤리,수2,영2,,|,환경,수2,정보,윤리,영2,작문,근현,,|,영2,생2,체육,작문,근현,정보,한문,,|,근현,작문,영재2,환경,수2,화2,한문,,|,화2,작문,수2,체육,영2,생2,정보,,|,,,,,,,,,|,
=T("3-12"),작문,윤리,영2,cp,근현,수2,정보,,|,근현,수2,영2,생2,체육,화2,정보,,|,작문,영2,근현,한문,화2,환경,생2,,|,작문,정보,화2,영2,수2,한문,생2,,|,영재2,체육,수2,작문,윤리,근현,환경,,|,,,,,,,,,|,
=T("3-13"),근현,정보,물2,cp,영2,환경,한문,,|,화2,영2,수2,체육,정보,작문,물2,,|,근현,윤리,작문,수2,한문,영재2,화2,,|,화2,환경,영2,물2,근현,수2,작문,,|,작문,수2,체육,정보,근현,윤리,영2,,|,,,,,,,,,|,
=T("3-14"),물2,화2,체육,cp,환경,영2,작문,,|,영2,정보,수2,화2,환경,근현,윤리,,|,물2,정보,영2,수2,체육,근현,작문,,|,윤리,영재2,한문,근현,작문,수2,정보,,|,물2,수2,한문,영2,근현,화2,작문,,|,,,,,,,,,|,
=T("3-15"),윤리,영2,작문,cp,물2,정보,화2,,|,작문,근현,수2,영2,한문,이수,이수,,|,환경,한문,물2,수2,영2,근현,작문,,|,정보,물2,윤리,화2,근현,수2,영2,,|,영재2,수2,화2,환경,정보,작문,근현,,|,,,,,,,,,|,
